driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s
1230R. VillagómezVILVan Amersfoort Racing,23,47:15.663,28.274,1.368,157.715,1:52.961,8,1029,2022,ROUND1Summary,,,1230,R  Villagómez,VIL,Van Amersfoort Racing,2835.663,112.961,28.274
1322J. MartíMARCampos Racing,23,47:17.583,30.194,1.920,157.608,1:53.585,7,1029,2022,ROUND1Summary,,,1322,J  Martí,MAR,Campos Racing,2837.583,113.585,30.194
1424N. KariKARJenzer Motorsport,23,47:22.433,35.044,1.747,157.339,1:51.893,7,1029,2022,ROUND1Summary,,,1424,N  Kari,KAR,Jenzer Motorsport,2842.433,111.893,35.044
1523I. CohenCOHJenzer Motorsport,23,47:22.457,35.068,0.024,157.338,1:52.474,8,1029,2022,ROUND1Summary,,,1523,I  Cohen,COH,Jenzer Motorsport,2842.457,112.474,35.068
1612K. MainiMAIMP Motorsport,23,47:22.500,35.111,0.043,157.336,1:52.301,7,1029,2022,ROUND1Summary,,,1612,K  Maini,MAI,MP Motorsport,2842.5,112.301,35.111
1731R. UshijimaUSHVan Amersfoort Racing,23,47:23.179,35.790,0.679,157.298,1:53.054,7,1029,2022,ROUND1Summary,,,1731,R  Ushijima,USH,Van Amersfoort Racing,2843.179,113.054,35.79
1826Z. O'SullivanOSUCarlin,23,47:23.663,36.274,0.484,157.271,1:52.943,7,1029,2022,ROUND1Summary,,,1826,Z  O'Sullivan,OSU,Carlin,2843.663,112.943,36.274
1915A. SimmonsSIMCharouz Racing System,23,47:24.181,36.792,0.518,157.243,1:52.564,7,1029,2022,ROUND1Summary,,,1915,A  Simmons,SIM,Charouz Racing System,2844.181,112.564,36.792
2027B. BenavidesBENCarlin,23,47:25.556,38.167,1.375,157.167,1:52.875,8,1029,2022,ROUND1Summary,,,2027,B  Benavides,BEN,Carlin,2845.556,112.875,38.167
2121H. YeanyYEACampos Racing,23,47:25.686,33.297,3.103,157.436,1:53.378,10,1029,2022,ROUND1Summary,,,2121,H  Yeany,YEA,Campos Racing,2845.686,113.378,33.297
222R. StanekSTATrident,23,47:25.692,38.303,0.136,157.159,1:51.634,7,1029,2022,ROUND1Summary,,,222,R  Stanek,STA,Trident,2845.692,111.634,38.303
2311A. SmolyarSMOMP Motorsport,23,47:26.184,38.795,0.492,157.132,1:52.447,8,1029,2022,ROUND1Summary,,,2311,A  Smolyar,SMO,MP Motorsport,2846.184,112.447,38.795
2414L. TóthTOTCharouz Racing System,23,47:27.341,39.952,1.157,157.068,1:52.951,7,1029,2022,ROUND1Summary,,,2414,L  Tóth,TOT,Charouz Racing System,2847.341,112.951,39.952
2518I. HadjarHADHitech Grand Prix,23,47:37.170,49.781,9.829,156.528,1:51.782,13,1029,2022,ROUND1Summary,,,2518,I  Hadjar,HAD,Hitech Grand Prix,2857.17,111.782,49.781
2628E. TrulliTRUCarlin,23,48:39.000,111.611,61.830,153.212,1:52.407,7,1029,2022,ROUND1Summary,,,2628,E  Trulli,TRU,Carlin,2919.0,112.407,111.611
DNF19N. AzmanAZMHitech Grand Prix,4,10:37.886,DNF,-,120.785,2:33.489,4,1029,2022,ROUND1Summary,,DNF,19,N  Azman,AZM,Hitech Grand Prix,637.886,153.489,
DNF10C. ColletCCOMP Motorsport,1,2:40.070,DNF,-,116.184,-,-,1029,2022,ROUND1Summary,,DNF,10,C  Collet,CCO,MP Motorsport,160.07,,
DNF3Z. MaloneyMALTrident,-,-,DNF,-,-,-,-,1029,2022,ROUND1Summary,,DNF,3,Z  Maloney,MAL,Trident,,,
DNF16F. PizziPIZCharouz Racing System,-,-,DNF,-,-,-,-,1029,2022,ROUND1Summary,,DNF,16,F  Pizzi,PIZ,Charouz Racing System,,,
12R. StanekSTATrident,24,45:37.829,-,-,154.63,1:33.129,18,1030,2022,ROUND2Summary,,,12,R  Stanek,STA,Trident,2737.829,93.129,
25J. CrawfordCRAPREMA Racing,24,45:38.483,0.654,0.654,154.593,1:33.551,21,1030,2022,ROUND2Summary,,,25,J  Crawford,CRA,PREMA Racing,2738.483,93.551,0.654
318I. HadjarHADHitech Grand Prix,24,45:42.076,4.247,3.593,154.391,1:33.620,19,1030,2022,ROUND2Summary,,,318,I  Hadjar,HAD,Hitech Grand Prix,2742.076,93.62,4.247
44A. LeclercLECPREMA Racing,24,45:44.344,6.515,1.787,154.263,1:33.197,20,1030,2022,ROUND2Summary,,,44,A  Leclerc,LEC,PREMA Racing,2744.344,93.197,6.515
512K. MainiMAIMP Motorsport,24,45:50.395,12.566,6.051,153.924,1:33.949,17,1030,2022,ROUND2Summary,,,512,K  Maini,MAI,MP Motorsport,2750.395,93.949,12.566
626Z. O'SullivanOSUCarlin,24,45:51.114,13.285,0.719,153.884,1:34.372,16,1030,2022,ROUND2Summary,,,626,Z  O'Sullivan,OSU,Carlin,2751.114,94.372,13.285
717K. FrederickFREHitech Grand Prix,24,45:52.118,14.289,1.004,153.827,1:34.158,18,1030,2022,ROUND2Summary,,,717,K  Frederick,FRE,Hitech Grand Prix,2752.118,94.158,14.289
820D. VidalesVIDCampos Racing,24,45:52.774,14.945,0.656,153.791,1:33.893,19,1030,2022,ROUND2Summary,,,820,D  Vidales,VID,Campos Racing,2752.774,93.893,14.945
97V. MartinsMARART Grand Prix,24,45:53.722,15.893,0.447,153.738,1:33.914,18,1030,2022,ROUND2Summary,,,97,V  Martins,MAR,ART Grand Prix,2753.722,93.914,15.893
1025W. AlataloALAJenzer Motorsport,24,45:54.442,16.613,0.720,153.698,1:34.050,18,1030,2022,ROUND2Summary,,,1025,W  Alatalo,ALA,Jenzer Motorsport,2754.442,94.05,16.613
1110C. ColletCCOMP Motorsport,24,45:56.416,18.587,1.974,153.588,1:34.049,18,1030,2022,ROUND2Summary,,,1110,C  Collet,CCO,MP Motorsport,2756.416,94.049,18.587
1215D. SchumacherSCHCharouz Racing System,24,45:56.677,18.848,0.261,153.573,1:34.490,19,1030,2022,ROUND2Summary,,,1215,D  Schumacher,SCH,Charouz Racing System,2756.677,94.49,18.848
1323I. CohenCOHJenzer Motorsport,24,45:53.275,15.446,0.501,153.763,1:33.963,18,1030,2022,ROUND2Summary,,,1323,I  Cohen,COH,Jenzer Motorsport,2753.275,93.963,15.446
1411A. SmolyarSMOMP Motorsport,24,45:58.879,21.050,2.202,153.451,1:34.287,19,1030,2022,ROUND2Summary,,,1411,A  Smolyar,SMO,MP Motorsport,2758.879,94.287,21.05
1522J. MartíMARCampos Racing,24,45:59.798,21.969,0.919,153.399,1:34.605,19,1030,2022,ROUND2Summary,,,1522,J  Martí,MAR,Campos Racing,2759.798,94.605,21.969
1621H. YeanyYEACampos Racing,24,46:00.792,22.963,0.994,153.344,1:34.395,19,1030,2022,ROUND2Summary,,,1621,H  Yeany,YEA,Campos Racing,2760.792,94.395,22.963
176O. BearmanBEAPREMA Racing,24,45:42.557,4.728,0.481,154.364,1:33.426,18,1030,2022,ROUND2Summary,,,176,O  Bearman,BEA,PREMA Racing,2742.557,93.426,4.728
1831R. UshijimaUSHVan Amersfoort Racing,24,46:05.533,27.704,4.741,153.081,1:34.750,19,1030,2022,ROUND2Summary,,,1831,R  Ushijima,USH,Van Amersfoort Racing,2765.533,94.75,27.704
1919N. AzmanAZMHitech Grand Prix,24,46:06.590,28.761,1.057,153.023,1:34.525,19,1030,2022,ROUND2Summary,,,1919,N  Azman,AZM,Hitech Grand Prix,2766.59,94.525,28.761
2030R. VillagómezVILVan Amersfoort Racing,24,46:08.235,30.406,1.645,152.932,1:34.533,23,1030,2022,ROUND2Summary,,,2030,R  Villagómez,VIL,Van Amersfoort Racing,2768.235,94.533,30.406
2124F. MalvestitiMALJenzer Motorsport,24,46:10.203,32.374,1.968,152.823,1:34.445,21,1030,2022,ROUND2Summary,,,2124,F  Malvestiti,MAL,Jenzer Motorsport,2770.203,94.445,32.374
2229F. ColapintoCOLVan Amersfoort Racing,24,46:50.395,72.566,40.192,150.638,1:33.534,20,1030,2022,ROUND2Summary,,,2229,F  Colapinto,COL,Van Amersfoort Racing,2810.395,93.534,72.566
DNF8G. SaucySAUART Grand Prix,23,44:05.246,DNF,-,153.362,1:33.729,19,1030,2022,ROUND2Summary,,DNF,8,G  Saucy,SAU,ART Grand Prix,2645.246,93.729,
2428E. TrulliTRUCarlin,23,46:09.677,1 LAP,124.431,146.472,1:34.230,18,1030,2022,ROUND2Summary,,,2428,E  Trulli,TRU,Carlin,2769.677,94.23,
2514L. TóthTOTCharouz Racing System,21,46:28.933,3 LAPS,2 LAPS,132.787,1:37.559,19,1030,2022,ROUND2Summary,,,2514,L  Tóth,TOT,Charouz Racing System,2788.933,97.559,
DNF3Z. MaloneyMALTrident,9,19:01.584,DNF,-,138.637,1:40.338,7,1030,2022,ROUND2Summary,,DNF,3,Z  Maloney,MAL,Trident,1141.584,100.338,
DNF27B. BenavidesBENCarlin,6,13:06.748,DNF,-,133.778,1:40.564,6,1030,2022,ROUND2Summary,,DNF,27,B  Benavides,BEN,Carlin,786.748,100.564,
DNF1O. RasmussenRASTrident,5,11:24.595,DNF,-,127.925,2:13.374,2,1030,2022,ROUND2Summary,,DNF,1,O  Rasmussen,RAS,Trident,684.595,133.374,
DNF16F. PizziPIZCharouz Racing System,1,2:12.171,DNF,-,127.77,-,-,1030,2022,ROUND2Summary,,DNF,16,F  Pizzi,PIZ,Charouz Racing System,132.171,,
17V. MartinsMARART Grand Prix,24,43:43.673,-,-,153.779,1:37.030,15,1031,2022,ROUND3Summary,,,17,V  Martins,MAR,ART Grand Prix,2623.673,97.03,
22R. StanekSTATrident,24,43:46.041,2.368,2.368,153.64,1:37.211,8,1031,2022,ROUND3Summary,,,22,R  Stanek,STA,Trident,2626.041,97.211,2.368
318I. HadjarHADHitech Grand Prix,24,43:46.699,3.026,0.658,153.602,1:37.313,16,1031,2022,ROUND3Summary,,,318,I  Hadjar,HAD,Hitech Grand Prix,2626.699,97.313,3.026
411A. SmolyarSMOMP Motorsport,24,43:47.297,3.624,0.598,153.567,1:37.330,3,1031,2022,ROUND3Summary,,,411,A  Smolyar,SMO,MP Motorsport,2627.297,97.33,3.624
56O. BearmanBEAPREMA Racing,24,43:48.021,4.348,0.724,153.524,1:37.430,10,1031,2022,ROUND3Summary,,,56,O  Bearman,BEA,PREMA Racing,2628.021,97.43,4.348
65J. CrawfordCRAPREMA Racing,24,43:49.093,5.420,1.072,153.462,1:37.339,9,1031,2022,ROUND3Summary,,,65,J  Crawford,CRA,PREMA Racing,2629.093,97.339,5.42
710C. ColletCCOMP Motorsport,24,43:50.306,6.633,1.213,153.391,1:37.583,9,1031,2022,ROUND3Summary,,,710,C  Collet,CCO,MP Motorsport,2630.306,97.583,6.633
829F. ColapintoCOLVan Amersfoort Racing,24,43:50.572,6.899,0.266,153.375,1:37.436,22,1031,2022,ROUND3Summary,,,829,F  Colapinto,COL,Van Amersfoort Racing,2630.572,97.436,6.899
917K. FrederickFREHitech Grand Prix,24,43:52.104,8.431,1.532,153.286,1:37.528,18,1031,2022,ROUND3Summary,,,917,K  Frederick,FRE,Hitech Grand Prix,2632.104,97.528,8.431
109J. CorreaJCOART Grand Prix,24,43:55.767,12.094,3.663,153.073,1:37.973,21,1031,2022,ROUND3Summary,,,109,J  Correa,JCO,ART Grand Prix,2635.767,97.973,12.094
118G. SaucySAUART Grand Prix,24,43:57.859,14.186,2.092,152.952,1:37.754,17,1031,2022,ROUND3Summary,,,118,G  Saucy,SAU,ART Grand Prix,2637.859,97.754,14.186
1225W. AlataloALAJenzer Motorsport,24,43:58.909,15.236,1.050,152.891,1:37.216,19,1031,2022,ROUND3Summary,,,1225,W  Alatalo,ALA,Jenzer Motorsport,2638.909,97.216,15.236
133Z. MaloneyMALTrident,24,44:01.183,17.510,2.274,152.759,1:37.618,22,1031,2022,ROUND3Summary,,,133,Z  Maloney,MAL,Trident,2641.183,97.618,17.51
141O. RasmussenRASTrident,24,44:02.420,18.747,0.349,152.688,1:38.153,17,1031,2022,ROUND3Summary,,,141,O  Rasmussen,RAS,Trident,2642.42,98.153,18.747
1515L. ZendeliZENCharouz Racing System,24,44:04.960,21.287,2.540,152.541,1:38.255,18,1031,2022,ROUND3Summary,,,1515,L  Zendeli,ZEN,Charouz Racing System,2644.96,98.255,21.287
164A. LeclercLECPREMA Racing,24,44:02.071,18.398,0.888,152.708,1:37.543,10,1031,2022,ROUND3Summary,,,164,A  Leclerc,LEC,PREMA Racing,2642.071,97.543,18.398
1716F. PizziPIZCharouz Racing System,24,44:10.324,26.651,0.572,152.232,1:38.377,8,1031,2022,ROUND3Summary,,,1716,F  Pizzi,PIZ,Charouz Racing System,2650.324,98.377,26.651
1819N. AzmanAZMHitech Grand Prix,24,44:11.540,27.867,1.216,152.163,1:38.760,10,1031,2022,ROUND3Summary,,,1819,N  Azman,AZM,Hitech Grand Prix,2651.54,98.76,27.867
1931R. UshijimaUSHVan Amersfoort Racing,24,44:11.954,28.281,0.414,152.139,1:38.505,18,1031,2022,ROUND3Summary,,,1931,R  Ushijima,USH,Van Amersfoort Racing,2651.954,98.505,28.281
2022J. MartíMARCampos Racing,24,44:12.155,28.482,0.201,152.127,1:38.424,3,1031,2022,ROUND3Summary,,,2022,J  Martí,MAR,Campos Racing,2652.155,98.424,28.482
2124F. MalvestitiMALJenzer Motorsport,24,44:13.386,29.713,1.231,152.057,1:38.477,8,1031,2022,ROUND3Summary,,,2124,F  Malvestiti,MAL,Jenzer Motorsport,2653.386,98.477,29.713
2223I. CohenCOHJenzer Motorsport,24,44:09.752,26.079,4.792,152.265,1:38.517,10,1031,2022,ROUND3Summary,,,2223,I  Cohen,COH,Jenzer Motorsport,2649.752,98.517,26.079
2314L. TóthTOTCharouz Racing System,24,44:14.796,31.123,1.217,151.976,1:38.749,8,1031,2022,ROUND3Summary,,,2314,L  Tóth,TOT,Charouz Racing System,2654.796,98.749,31.123
2428E. TrulliTRUCarlin,24,44:13.579,29.906,0.193,152.046,1:38.457,23,1031,2022,ROUND3Summary,,,2428,E  Trulli,TRU,Carlin,2653.579,98.457,29.906
2512K. MainiMAIMP Motorsport,24,44:38.477,54.804,23.681,150.632,1:38.670,10,1031,2022,ROUND3Summary,,,2512,K  Maini,MAI,MP Motorsport,2678.477,98.67,54.804
2621H. YeanyYEACampos Racing,24,45:09.159,85.486,30.682,148.926,1:37.184,18,1031,2022,ROUND3Summary,,,2621,H  Yeany,YEA,Campos Racing,2709.159,97.184,85.486
DNF26Z. O'SullivanOSUCarlin,22,41:08.404,DNF,-,149.815,1:38.455,10,1031,2022,ROUND3Summary,,DNF,26,Z  O'Sullivan,OSU,Carlin,2468.404,98.455,
DNF20D. VidalesVIDCampos Racing,15,29:38.925,DNF,-,141.656,1:37.843,10,1031,2022,ROUND3Summary,,DNF,20,D  Vidales,VID,Campos Racing,1778.925,97.843,
DNF27B. BenavidesBENCarlin,10,18:59.054,DNF,-,147.355,1:38.741,3,1031,2022,ROUND3Summary,,DNF,27,B  Benavides,BEN,Carlin,1139.054,98.741,
DNF30R. VillagómezVILVan Amersfoort Racing,2,3:28.493,DNF,-,159.268,-,-,1031,2022,ROUND3Summary,,DNF,30,R  Villagómez,VIL,Van Amersfoort Racing,208.493,,
15G. BortoletoBORTrident,22,44:33.107,-,-,160.017,1:50.743,2,1039,2023,ROUND1Summary,,,15,G  Bortoleto,BOR,Trident,2673.107,110.743,
26O. GoetheGOETrident,22,44:33.976,0.869,0.869,159.965,1:51.654,2,1039,2023,ROUND1Summary,,,26,O  Goethe,GOE,Trident,2673.976,111.654,0.869
32D. BeganovicBEGPREMA Racing,22,44:34.216,1.109,0.240,159.951,1:52.077,2,1039,2023,ROUND1Summary,,,32,D  Beganovic,BEG,PREMA Racing,2674.216,112.077,1.109
48G. SaucySAUART Grand Prix,22,44:34.431,1.324,0.215,159.938,1:51.316,2,1039,2023,ROUND1Summary,,,48,G  Saucy,SAU,ART Grand Prix,2674.431,111.316,1.324
516L. BrowningBROHitech Pulse-Eight,22,44:34.798,1.691,0.367,159.916,1:52.388,6,1039,2023,ROUND1Summary,,,516,L  Browning,BRO,Hitech Pulse-Eight,2674.798,112.388,1.691
623J. MartíMARCampos Racing,22,44:34.955,1.848,0.157,159.907,1:52.686,4,1039,2023,ROUND1Summary,,,623,J  Martí,MAR,Campos Racing,2674.955,112.686,1.848
77K. FrederickFREART Grand Prix,22,44:35.221,2.114,0.266,159.891,1:52.109,2,1039,2023,ROUND1Summary,,,77,K  Frederick,FRE,ART Grand Prix,2675.221,112.109,2.114
815G. MinìMINHitech Pulse-Eight,22,44:37.707,4.600,2.486,159.742,1:51.322,2,1039,2023,ROUND1Summary,,,815,G  Minì,MIN,Hitech Pulse-Eight,2677.707,111.322,4.6
914S. MontoyaMONHitech Pulse-Eight,22,44:39.921,6.814,2.214,159.61,1:52.947,3,1039,2023,ROUND1Summary,,,914,S  Montoya,MON,Hitech Pulse-Eight,2679.921,112.947,6.814
1010F. ColapintoCOLMP Motorsport,22,44:42.941,9.834,3.020,159.431,1:52.758,3,1039,2023,ROUND1Summary,,,1010,F  Colapinto,COL,MP Motorsport,2682.941,112.758,9.834
113Z. O'SullivanOSUPREMA Racing,22,44:48.938,15.831,2.650,159.075,1:52.659,4,1039,2023,ROUND1Summary,,,113,Z  O'Sullivan,OSU,PREMA Racing,2688.938,112.659,15.831
121P. AronAROPREMA Racing,22,44:51.288,13.181,3.347,159.232,1:52.146,3,1039,2023,ROUND1Summary,,,121,P  Aron,ARO,PREMA Racing,2691.288,112.146,13.181
1324C. MansellMANCampos Racing,22,44:51.372,18.265,2.434,158.931,1:53.088,4,1039,2023,ROUND1Summary,,,1324,C  Mansell,MAN,Campos Racing,2691.372,113.088,18.265
1417C. ColletCCOVan Amersfoort Racing,22,44:52.309,19.202,0.937,158.876,1:53.001,4,1039,2023,ROUND1Summary,,,1417,C  Collet,CCO,Van Amersfoort Racing,2692.309,113.001,19.202
159N. TsolovTSOART Grand Prix,22,44:52.334,19.227,0.025,158.875,1:52.811,3,1039,2023,ROUND1Summary,,,159,N  Tsolov,TSO,ART Grand Prix,2692.334,112.811,19.227
1627T. BarnardBARJenzer Motorsport,22,44:52.709,19.602,0.375,158.852,1:53.114,4,1039,2023,ROUND1Summary,,,1627,T  Barnard,BAR,Jenzer Motorsport,2692.709,113.114,19.602
1726N. BedrinBEDJenzer Motorsport,22,44:55.129,22.022,2.420,158.71,1:53.341,3,1039,2023,ROUND1Summary,,,1726,N  Bedrin,BED,Jenzer Motorsport,2695.129,113.341,22.022
1822I. CohenCOHCarlin,22,44:58.309,25.202,0.114,158.523,1:52.931,3,1039,2023,ROUND1Summary,,,1822,I  Cohen,COH,Carlin,2698.309,112.931,25.202
1918R. VillagómezVILVan Amersfoort Racing,22,44:58.743,25.636,0.434,158.497,1:53.198,4,1039,2023,ROUND1Summary,,,1918,R  Villagómez,VIL,Van Amersfoort Racing,2698.743,113.198,25.636
2029S. FloerschFLOPHM Racing by Charouz,22,45:01.540,28.433,2.797,158.333,1:53.547,5,1039,2023,ROUND1Summary,,,2029,S  Floersch,FLO,PHM Racing by Charouz,2701.54,113.547,28.433
2120O. GrayGRACarlin,22,45:03.195,25.088,3.066,158.529,1:53.208,4,1039,2023,ROUND1Summary,,,2120,O  Gray,GRA,Carlin,2703.195,113.208,25.088
2221H. YeanyYEACarlin,22,45:08.568,35.461,7.028,157.922,1:53.215,3,1039,2023,ROUND1Summary,,,2221,H  Yeany,YEA,Carlin,2708.568,113.215,35.461
2312J. EdgarEDGMP Motorsport,22,45:09.289,36.182,0.721,157.88,1:52.623,2,1039,2023,ROUND1Summary,,,2312,J  Edgar,EDG,MP Motorsport,2709.289,112.623,36.182
2431P. WisnickiWISPHM Racing by Charouz,22,45:10.472,37.365,1.183,157.811,1:54.025,6,1039,2023,ROUND1Summary,,,2431,P  Wisnicki,WIS,PHM Racing by Charouz,2710.472,114.025,37.365
2530R. FariaFARPHM Racing by Charouz,22,45:18.411,45.304,7.939,157.351,1:54.282,5,1039,2023,ROUND1Summary,,,2530,R  Faria,FAR,PHM Racing by Charouz,2718.411,114.282,45.304
2625H. BarterBARCampos Racing,22,45:40.622,67.515,22.211,156.075,1:52.349,2,1039,2023,ROUND1Summary,,,2625,H  Barter,BAR,Campos Racing,2740.622,112.349,67.515
274L. FornaroliFORTrident,21,45:04.980,1 LAP,1 LAP,150.929,1:52.030,3,1039,2023,ROUND1Summary,,,274,L  Fornaroli,FOR,Trident,2704.98,112.03,
DNF19T. SmithSMIVan Amersfoort Racing,20,40:17.947,DNF,-,160.788,1:53.263,11,1039,2023,ROUND1Summary,,DNF,19,T  Smith,SMI,Van Amersfoort Racing,2417.947,113.263,
DNF28A. GarcíaGARJenzer Motorsport,19,38:20.558,DNF,-,160.524,1:53.898,6,1039,2023,ROUND1Summary,,DNF,28,A  García,GAR,Jenzer Motorsport,2300.558,113.898,
DNF11M. BoyaBOYMP Motorsport,6,11:33.115,DNF,-,167.38,1:53.113,4,1039,2023,ROUND1Summary,,DNF,11,M  Boya,BOY,MP Motorsport,693.115,113.113,
15G. BortoletoBORTrident,23,43:41.950,-,-,166.676,1:34.570,10,1040,2023,ROUND2Summary,,,15,G  Bortoleto,BOR,Trident,2621.95,94.57,
28G. SaucySAUART Grand Prix,23,43:42.546,0.596,0.596,166.638,1:34.405,17,1040,2023,ROUND2Summary,,,28,G  Saucy,SAU,ART Grand Prix,2622.546,94.405,0.596
315G. MinìMINHitech Pulse-Eight,23,43:44.982,3.032,2.436,166.484,1:34.769,17,1040,2023,ROUND2Summary,,,315,G  Minì,MIN,Hitech Pulse-Eight,2624.982,94.769,3.032
44L. FornaroliFORTrident,23,43:45.166,3.216,0.184,166.472,1:34.774,20,1040,2023,ROUND2Summary,,,44,L  Fornaroli,FOR,Trident,2625.166,94.774,3.216
53Z. O'SullivanOSUPREMA Racing,23,43:45.514,3.564,0.348,166.450,1:34.624,17,1040,2023,ROUND2Summary,,,53,Z  O'Sullivan,OSU,PREMA Racing,2625.514,94.624,3.564
61P. AronAROPREMA Racing,23,43:46.343,4.393,0.829,166.398,1:34.517,18,1040,2023,ROUND2Summary,,,61,P  Aron,ARO,PREMA Racing,2626.343,94.517,4.393
723J. MartíMARCampos Racing,23,43:50.688,8.738,4.345,166.123,1:34.533,8,1040,2023,ROUND2Summary,,,723,J  Martí,MAR,Campos Racing,2630.688,94.533,8.738
816L. BrowningBROHitech Pulse-Eight,23,43:51.141,9.191,0.453,166.094,1:34.572,11,1040,2023,ROUND2Summary,,,816,L  Browning,BRO,Hitech Pulse-Eight,2631.141,94.572,9.191
927T. BarnardBARJenzer Motorsport,23,43:55.539,13.589,4.398,165.817,1:34.880,17,1040,2023,ROUND2Summary,,,927,T  Barnard,BAR,Jenzer Motorsport,2635.539,94.88,13.589
1024C. MansellMANCampos Racing,23,43:56.306,14.356,0.767,165.769,1:34.542,17,1040,2023,ROUND2Summary,,,1024,C  Mansell,MAN,Campos Racing,2636.306,94.542,14.356
1112J. EdgarEDGMP Motorsport,23,43:56.878,14.928,0.572,165.733,1:34.649,9,1040,2023,ROUND2Summary,,,1112,J  Edgar,EDG,MP Motorsport,2636.878,94.649,14.928
1219T. SmithSMIVan Amersfoort Racing,23,43:57.532,15.582,0.654,165.692,1:35.208,19,1040,2023,ROUND2Summary,,,1219,T  Smith,SMI,Van Amersfoort Racing,2637.532,95.208,15.582
132D. BeganovicBEGPREMA Racing,23,44:00.507,18.55,2.975,165.505,1:34.498,21,1040,2023,ROUND2Summary,,,132,D  Beganovic,BEG,PREMA Racing,2640.507,94.498,18.55
1420O. GrayGRACarlin,23,44:00.716,18.766,0.209,165.492,1:35.561,19,1040,2023,ROUND2Summary,,,1420,O  Gray,GRA,Carlin,2640.716,95.561,18.766
1525H. BarterBARCampos Racing,23,44:00.984,19.034,0.268,165.475,1:35.163,19,1040,2023,ROUND2Summary,,,1525,H  Barter,BAR,Campos Racing,2640.984,95.163,19.034
1617C. ColletCCOVan Amersfoort Racing,23,44:01.376,19.426,0.392,165.451,1:34.468,18,1040,2023,ROUND2Summary,,,1617,C  Collet,CCO,Van Amersfoort Racing,2641.376,94.468,19.426
1721H. YeanyYEACarlin,23,44:01.595,19.645,0.219,165.437,1:35.550,19,1040,2023,ROUND2Summary,,,1721,H  Yeany,YEA,Carlin,2641.595,95.55,19.645
1829S. FloerschFLOPHM Racing by Charouz,23,44:05.556,23.606,3.961,165.189,1:35.984,22,1040,2023,ROUND2Summary,,,1829,S  Floersch,FLO,PHM Racing by Charouz,2645.556,95.984,23.606
1918R. VillagómezVILVan Amersfoort Racing,23,44:10.626,28.676,5.070,164.873,1:35.375,21,1040,2023,ROUND2Summary,,,1918,R  Villagómez,VIL,Van Amersfoort Racing,2650.626,95.375,28.676
2028A. GarcíaGARJenzer Motorsport,23,44:11.985,30.035,1.359,164.789,1:36.568,19,1040,2023,ROUND2Summary,,,2028,A  García,GAR,Jenzer Motorsport,2651.985,96.568,30.035
219N. TsolovTSOART Grand Prix,23,44:12.014,30.064,0.029,164.787,1:35.479,22,1040,2023,ROUND2Summary,,,219,N  Tsolov,TSO,ART Grand Prix,2652.014,95.479,30.064
226O. GoetheGOETrident,23,44:38.034,56.084,26.020,163.186,1:34.607,21,1040,2023,ROUND2Summary,,,226,O  Goethe,GOE,Trident,2678.034,94.607,56.084
DNF26N. BedrinBEDJenzer Motorsport,22,42:21.514,DNF,-,164.475,1:35.204,22,1040,2023,ROUND2Summary,,DNF,26,N  Bedrin,BED,Jenzer Motorsport,2541.514,95.204,
DNF22I. CohenCOHCarlin,11,22:00.643,DNF,-,158.262,1:35.999,10,1040,2023,ROUND2Summary,,DNF,22,I  Cohen,COH,Carlin,1320.643,95.999,
DNF30R. FariaFARPHM Racing by Charouz,8,19:00.521,DNF,-,133.278,1:37.320,7,1040,2023,ROUND2Summary,,DNF,30,R  Faria,FAR,PHM Racing by Charouz,1140.521,97.32,
DNF31P. WisnickiWISPHM Racing by Charouz,6,13:55.224,DNF,-,136.496,1:38.473,6,1040,2023,ROUND2Summary,,DNF,31,P  Wisnicki,WIS,PHM Racing by Charouz,835.224,98.473,
DNF7K. FrederickFREART Grand Prix,4,9:40.672,DNF,-,130.888,2:01.663,2,1040,2023,ROUND2Summary,,DNF,7,K  Frederick,FRE,ART Grand Prix,580.672,121.663,
DNF11M. BoyaBOYMP Motorsport,1,1:49.304,DNF,-,173.834,-,-,1040,2023,ROUND2Summary,,DNF,11,M  Boya,BOY,MP Motorsport,109.304,,
DNF10F. ColapintoCOLMP Motorsport,1,1:45.471,DNF,-,180.151,-,-,1040,2023,ROUND2Summary,,DNF,10,F  Colapinto,COL,MP Motorsport,105.471,,
DNF14S. MontoyaMONHitech Pulse-Eight,-,-,DNF,-,-,-,-,1040,2023,ROUND2Summary,,DNF,14,S  Montoya,MON,Hitech Pulse-Eight,,,
114L. BrowningBROHitech Pulse-Eight,22,41:08.012,-,-,173.315,1:51.236,3,1049,2024,ROUND1Summary,,,114,L  Browning,BRO,Hitech Pulse-Eight,2468.012,111.236,
223C. MansellMANART Grand Prix,22,41:09.276,1.264,1.264,173.226,1:50.952,3,1049,2024,ROUND1Summary,,,223,C  Mansell,MAN,ART Grand Prix,2469.276,110.952,1.264
37T. TramnitzTRAMP Motorsport,22,41:10.444,2.432,1.168,173.144,1:51.293,2,1049,2024,ROUND1Summary,,,37,T  Tramnitz,TRA,MP Motorsport,2470.444,111.293,2.432
45S. MeguetounifMEGTrident,22,41:13.666,5.654,3.222,172.919,1:51.208,3,1049,2024,ROUND1Summary,,,45,S  Meguetounif,MEG,Trident,2473.666,111.208,5.654
