driver_info,laps,time,gap,int.,kph,best,lap,race_id,season,session_type,lap_set_on,status,car_number,driver_name,driver_code,team_name,time_s,best_lap_s,gap_s,laps_clean,position,winner_time_s,best_race_lap_s,race_max_laps,rel_laps,time_from_winner_s,best_lap_from_best_s,avg_lap_time_s,finished,is_dnf,is_dns,is_dsq,position_clean,team_avg_pos_season,team_speed,driver_speed,driver_top10_rate,race_avg_lap_time_s,driver_vs_team,lap_vs_race_avg,session_round
172N. LeónLEOPREMA Racing,22,42:40.799,35.793,2.427,167.035,1:53.797,5,1060,2025,ROUND2Summary,,,172,N  León,LEO,PREMA Racing,2560.799,113.797,35.793,22.0,17.0,274.494,112.931,22.0,1.0,2286.305,0.8659999999999997,116.39995454545455,1,0,0,0,17.0,13.869565217391305,115.14302703325318,113.25019476859373,0.2,117.00589090909092,1.256927512201372,-0.6059363636363742,2
1814M. StenshorneSTEHitech TGR,22,42:44.531,39.525,3.732,166.792,1:53.599,5,1060,2025,ROUND2Summary,,,1814,M  Stenshorne,STE,Hitech TGR,2564.531,113.599,39.525,22.0,18.0,274.494,112.931,22.0,1.0,2290.037,0.6680000000000064,116.5695909090909,1,0,0,0,18.0,16.678571428571427,116.87923325415902,115.8428010371018,0.5,117.00589090909092,-0.30964234506811295,-0.436300000000017,2
1922I. DominguesDOMVan Amersfoort Racing,22,42:44.891,39.885,0.360,166.769,1:54.397,5,1060,2025,ROUND2Summary,,,1922,I  Domingues,DOM,Van Amersfoort Racing,2564.891,114.397,39.885,22.0,19.0,274.494,112.931,22.0,1.0,2290.397,1.4660000000000082,116.58595454545456,1,0,0,0,19.0,15.115384615384615,115.98854423929895,116.21091971805167,0.1,117.00589090909092,0.5974103061556093,-0.4199363636363671,2
2029N. LacorteLACDAMS Lucas Oil,22,42:46.187,41.181,1.296,166.684,1:54.234,6,1060,2025,ROUND2Summary,,,2029,N  Lacorte,LAC,DAMS Lucas Oil,2566.187,114.234,41.181,22.0,20.0,274.494,112.931,22.0,1.0,2291.6929999999998,1.3029999999999973,116.64486363636364,1,0,0,0,20.0,20.375,116.06061166942015,117.78952806010415,0.0,117.00589090909092,0.5842519669434836,-0.3610272727272843,2
211B. BadoerBADPREMA Racing,22,42:47.003,41.997,0.816,166.631,1:53.679,5,1060,2025,ROUND2Summary,,,211,B  Badoer,BAD,PREMA Racing,2567.003,113.679,41.997,22.0,21.0,274.494,112.931,22.0,1.0,2292.509,0.7480000000000047,116.68195454545456,1,0,0,0,21.0,13.869565217391305,115.14302703325318,114.01373978473998,0.2,117.00589090909092,1.5389275122013828,-0.32393636363636347,2
2215J. DufekDUFHitech TGR,22,42:51.440,46.434,4.437,166.344,1:54.173,6,1060,2025,ROUND2Summary,,,2215,J  Dufek,DUF,Hitech TGR,2571.44,114.173,46.434,22.0,22.0,274.494,112.931,22.0,1.0,2296.946,1.2420000000000044,116.88363636363637,1,0,0,0,22.0,16.678571428571427,116.87923325415902,110.14441040614479,0.0,117.00589090909092,0.004403109477351563,-0.1222545454545525,2
2324L. SharpSHARodin Motorsport,22,42:51.995,46.989,0.555,166.308,1:54.430,8,1060,2025,ROUND2Summary,,,2324,L  Sharp,SHA,Rodin Motorsport,2571.995,114.43,46.989,22.0,23.0,274.494,112.931,22.0,1.0,2297.5009999999997,1.4990000000000094,116.90886363636363,1,0,0,0,23.0,12.307692307692308,113.9087699920339,115.23530388144263,0.1,117.00589090909092,3.0000936443297377,-0.0970272727272885,2
2426J. SagreraSAGAIX Racing,22,42:52.785,47.779,0.790,166.257,1:53.991,6,1060,2025,ROUND2Summary,,,2426,J  Sagrera,SAG,AIX Racing,2572.785,113.991,47.779,22.0,24.0,274.494,112.931,22.0,1.0,2298.2909999999997,1.0600000000000023,116.94477272727272,1,0,0,0,24.0,21.045454545454547,118.09299083685926,123.99648011363637,0.0,117.00589090909092,-1.1482181095865371,-0.06111818181820183,2
2527N. MarinangeliMARAIX Racing,22,42:54.542,49.536,1.757,166.144,1:54.929,8,1060,2025,ROUND2Summary,,,2527,N  Marinangeli,MAR,AIX Racing,2574.542,114.929,49.536,22.0,25.0,274.494,112.931,22.0,1.0,2300.048,1.9980000000000047,117.02463636363636,1,0,0,0,25.0,21.045454545454547,118.09299083685926,116.38362192279257,0.0,117.00589090909092,-1.0683544732228967,0.018745454545438633,2
2616G. XieXIEHitech TGR,22,42:55.379,50.373,0.837,166.09,1:54.312,7,1060,2025,ROUND2Summary,,,2616,G  Xie,XIE,Hitech TGR,2575.379,114.312,50.373,22.0,26.0,274.494,112.931,22.0,1.0,2300.8849999999998,1.3810000000000002,117.06268181818182,1,0,0,0,26.0,16.678571428571427,116.87923325415902,119.21496472578346,0.0,117.00589090909092,0.18344856402279675,0.05679090909089268,2
273U. UgochukwuUGOPREMA Racing,22,43:15.124,70.118,19.745,164.826,1:53.631,5,1060,2025,ROUND2Summary,,,273,U  Ugochukwu,UGO,PREMA Racing,2595.124,113.631,70.118,22.0,27.0,274.494,112.931,22.0,1.0,2320.6299999999997,0.7000000000000028,117.96018181818181,1,0,0,0,27.0,13.869565217391305,115.14302703325318,118.16514654642579,0.3,117.00589090909092,2.8171547849286327,0.9542909090908864,2
289J. WhartonWHAART Grand Prix,22,43:30.196,85.190,15.072,163.874,1:53.558,5,1060,2025,ROUND2Summary,,,289,J  Wharton,WHA,ART Grand Prix,2610.196,113.558,85.19,22.0,28.0,274.494,112.931,22.0,1.0,2335.7019999999998,0.6270000000000095,118.64527272727273,1,0,0,0,28.0,13.214285714285714,114.38655093691507,114.96557439568764,0.1,117.00589090909092,4.258721790357654,1.6393818181818034,2
2930M. ZagazetaZAGDAMS Lucas Oil,22,43:34.949,89.943,4.753,163.576,1:53.624,5,1060,2025,ROUND2Summary,,,2930,M  Zagazeta,ZAG,DAMS Lucas Oil,2614.949,113.624,89.943,22.0,29.0,274.494,112.931,22.0,1.0,2340.455,0.6929999999999978,118.86131818181819,1,0,0,0,29.0,20.375,116.06061166942015,117.55205193090042,0.0,117.00589090909092,2.800706512398037,1.855427272727269,2
DNF28F. SlaterSLAAIX Racing,2,4:34.494,DNF,-,138.73,-,-,1060,2025,ROUND2Summary,,DNF,28,F  Slater,SLA,AIX Racing,274.494,,,2.0,,274.494,112.931,22.0,0.09090909090909091,0.0,,137.247,0,1,0,0,,21.045454545454547,118.09299083685926,134.77204166666667,0.0,117.00589090909092,19.154009163140756,20.24110909090909,2
121S. RamosRAMVan Amersfoort Racing,22,35:28.558,-,-,182.29,1:34.343,6,1061,2025,ROUND3Summary,,,121,S  Ramos,RAM,Van Amersfoort Racing,2128.558,94.343,,22.0,1.0,610.852,94.141,22.0,1.0,1517.7060000000001,0.20199999999999818,96.75263636363637,1,0,0,0,1.0,15.115384615384615,115.98854423929895,117.42216890375013,0.2222222222222222,98.10303613275613,-19.235907875662576,-1.3503997691197611,3
24N. StrømstedSTRTRIDENT,22,35:28.835,0.277,0.277,182.266,1:34.141,6,1061,2025,ROUND3Summary,,,24,N  Strømsted,STR,TRIDENT,2128.835,94.141,0.277,22.0,2.0,610.852,94.141,22.0,1.0,1517.9830000000002,0.0,96.76522727272727,1,0,0,0,2.0,7.592592592592593,114.31535681538406,114.80392139826638,0.7,98.10303613275613,-17.55012954265679,-1.3378088600288578,3
35R. CâmaraCAMTRIDENT,22,35:35.396,6.838,6.561,181.706,1:34.261,4,1061,2025,ROUND3Summary,,,35,R  Câmara,CAM,TRIDENT,2135.396,94.261,6.838,22.0,3.0,610.852,94.141,22.0,1.0,1524.5440000000003,0.11999999999999034,97.06345454545455,1,0,0,0,3.0,7.592592592592593,114.31535681538406,114.37763391238471,0.8,98.10303613275613,-17.251902269929516,-1.0395815873015835,3
48T. TaponenTAPART Grand Prix,22,35:37.098,8.540,1.702,181.561,1:34.421,6,1061,2025,ROUND3Summary,,,48,T  Taponen,TAP,ART Grand Prix,2137.098,94.421,8.54,22.0,4.0,610.852,94.141,22.0,1.0,1526.246,0.28000000000000114,97.14081818181818,1,0,0,0,4.0,13.214285714285714,114.38655093691507,113.78694050628357,0.5,98.10303613275613,-17.245732755096896,-0.9622179509379549,3
510M. BoyaBOYCampos Racing,22,35:42.271,13.713,5.173,181.123,1:34.523,6,1061,2025,ROUND3Summary,,,510,M  Boya,BOY,Campos Racing,2142.271,94.523,13.713,22.0,5.0,610.852,94.141,22.0,1.0,1531.4190000000003,0.3819999999999908,97.37595454545455,1,0,0,0,5.0,8.785714285714286,114.356535095258,113.40925381339032,0.7,98.10303613275613,-16.98058054980345,-0.7270815873015835,3
617T. TramnitzTRAMP Motorsport,22,35:43.445,14.887,1.174,181.024,1:34.695,5,1061,2025,ROUND3Summary,,,617,T  Tramnitz,TRA,MP Motorsport,2143.445,94.695,14.887,22.0,6.0,610.852,94.141,22.0,1.0,1532.5930000000003,0.5539999999999878,97.42931818181819,1,0,0,0,6.0,11.866666666666667,115.16305777365629,114.71827998628423,0.7,98.10303613275613,-17.733739591838102,-0.6737179509379416,3
719A. GiustiGIUMP Motorsport,22,35:43.826,15.268,0.381,180.991,1:34.772,5,1061,2025,ROUND3Summary,,,719,A  Giusti,GIU,MP Motorsport,2143.826,94.772,15.268,22.0,7.0,610.852,94.141,22.0,1.0,1532.9740000000002,0.6310000000000002,97.44663636363636,1,0,0,0,7.0,11.866666666666667,115.16305777365629,113.74496702582682,0.7,98.10303613275613,-17.716421410019933,-0.6563997691197727,3
825R. BilinskiBILRodin Motorsport,22,35:44.873,16.315,1.047,180.903,1:34.752,6,1061,2025,ROUND3Summary,,,825,R  Bilinski,BIL,Rodin Motorsport,2144.873,94.752,16.315,22.0,8.0,610.852,94.141,22.0,1.0,1534.0210000000002,0.61099999999999,97.49422727272727,1,0,0,0,8.0,12.307692307692308,113.9087699920339,113.16385705487146,0.5,98.10303613275613,-16.414542719306624,-0.6088088600288586,3
912N. TsolovTSOCampos Racing,22,35:45.285,16.727,0.412,180.868,1:34.941,5,1061,2025,ROUND3Summary,,,912,N  Tsolov,TSO,Campos Racing,2145.285,94.941,16.727,22.0,9.0,610.852,94.141,22.0,1.0,1534.433,0.7999999999999972,97.51295454545453,1,0,0,0,9.0,8.785714285714286,114.356535095258,116.23808511839408,0.875,98.10303613275613,-16.843580549803463,-0.5900815873015972,3
107L. Van HoepenVANART Grand Prix,22,35:46.387,17.829,1.102,180.775,1:34.832,8,1061,2025,ROUND3Summary,,,107,L  Van Hoepen,VAN,ART Grand Prix,2146.387,94.832,17.829,22.0,10.0,610.852,94.141,22.0,1.0,1535.5350000000003,0.6909999999999883,97.56304545454546,1,0,0,0,10.0,13.214285714285714,114.38655093691507,114.40713790877399,0.5,98.10303613275613,-16.82350548236961,-0.5399906782106711,3
1114M. StenshorneSTEHitech TGR,22,35:49.074,20.516,2.687,180.549,1:34.978,9,1061,2025,ROUND3Summary,,,1114,M  Stenshorne,STE,Hitech TGR,2149.074,94.978,20.516,22.0,11.0,610.852,94.141,22.0,1.0,1538.2220000000002,0.8369999999999891,97.68518181818182,1,0,0,0,11.0,16.678571428571427,116.87923325415902,115.8428010371018,0.5,98.10303613275613,-19.1940514359772,-0.41785431457431343,3
1224L. SharpSHARodin Motorsport,22,35:50.225,21.667,1.151,180.453,1:34.844,5,1061,2025,ROUND3Summary,,,1224,L  Sharp,SHA,Rodin Motorsport,2150.225,94.844,21.667,22.0,12.0,610.852,94.141,22.0,1.0,1539.373,0.7029999999999887,97.7375,1,0,0,0,12.0,12.307692307692308,113.9087699920339,115.23530388144263,0.1,98.10303613275613,-16.1712699920339,-0.3655361327561337,3
139J. WhartonWHAART Grand Prix,22,35:55.011,26.453,4.786,180.052,1:35.258,7,1061,2025,ROUND3Summary,,,139,J  Wharton,WHA,ART Grand Prix,2155.011,95.258,26.453,22.0,13.0,610.852,94.141,22.0,1.0,1544.159,1.1169999999999902,97.95504545454546,1,0,0,0,13.0,13.214285714285714,114.38655093691507,114.96557439568764,0.1,98.10303613275613,-16.431505482369616,-0.14799067821067524,3
143U. UgochukwuUGOPREMA Racing,22,35:55.632,27.074,0.621,180.0,1:34.847,6,1061,2025,ROUND3Summary,,,143,U  Ugochukwu,UGO,PREMA Racing,2155.632,94.847,27.074,22.0,14.0,610.852,94.141,22.0,1.0,1544.7800000000002,0.7059999999999889,97.98327272727273,1,0,0,0,14.0,13.869565217391305,115.14302703325318,118.16514654642579,0.3,98.10303613275613,-17.159754305980442,-0.11976340548339692,3
1515J. DufekDUFHitech TGR,22,35:55.903,27.345,0.271,179.978,1:35.191,7,1061,2025,ROUND3Summary,,,1515,J  Dufek,DUF,Hitech TGR,2155.903,95.191,27.345,22.0,15.0,610.852,94.141,22.0,1.0,1545.051,1.0499999999999972,97.9955909090909,1,0,0,0,15.0,16.678571428571427,116.87923325415902,110.14441040614479,0.0,98.10303613275613,-18.883642345068125,-0.10744522366523768,3
166C. WurzWURTRIDENT,22,35:56.411,27.853,0.508,179.935,1:35.335,7,1061,2025,ROUND3Summary,,,166,C  Wurz,WUR,TRIDENT,2156.411,95.335,27.853,22.0,16.0,610.852,94.141,22.0,1.0,1545.5590000000002,1.1939999999999884,98.01868181818182,1,0,0,0,16.0,7.592592592592593,114.31535681538406,113.703310504403,0.4,98.10303613275613,-16.296674997202246,-0.08435431457431264,3
1711T. InthraphuvasakINTCampos Racing,22,35:58.415,29.857,2.004,179.768,1:35.183,8,1061,2025,ROUND3Summary,,,1711,T  Inthraphuvasak,INT,Campos Racing,2158.415,95.183,29.857,22.0,17.0,610.852,94.141,22.0,1.0,1547.563,1.0420000000000016,98.10977272727273,1,0,0,0,17.0,8.785714285714286,114.356535095258,113.79857635861683,0.4,98.10303613275613,-16.24676236798527,0.006736594516596028,3
1823C. VoisinVOIRodin Motorsport,22,36:02.824,34.266,4.409,179.402,1:35.355,8,1061,2025,ROUND3Summary,,,1823,C  Voisin,VOI,Rodin Motorsport,2162.824,95.355,34.266,22.0,18.0,610.852,94.141,22.0,1.0,1551.9720000000002,1.2139999999999986,98.31018181818182,1,0,0,0,18.0,12.307692307692308,113.9087699920339,113.26252448953801,0.4444444444444444,98.10303613275613,-15.598588173852079,0.20714568542568657,3
191B. BadoerBADPREMA Racing,22,36:04.074,35.516,1.250,179.298,1:34.984,6,1061,2025,ROUND3Summary,,,191,B  Badoer,BAD,PREMA Racing,2164.074,94.984,35.516,22.0,19.0,610.852,94.141,22.0,1.0,1553.2220000000002,0.8429999999999893,98.367,1,0,0,0,19.0,13.869565217391305,115.14302703325318,114.01373978473998,0.2,98.10303613275613,-16.776027033253172,0.26396386724387355,3
2016G. XieXIEHitech TGR,22,36:04.443,35.885,0.369,179.267,1:35.436,5,1061,2025,ROUND3Summary,,,2016,G  Xie,XIE,Hitech TGR,2164.443,95.436,35.885,22.0,20.0,610.852,94.141,22.0,1.0,1553.5910000000003,1.2950000000000017,98.38377272727274,1,0,0,0,20.0,16.678571428571427,116.87923325415902,119.21496472578346,0.0,98.10303613275613,-18.495460526886276,0.28073659451661115,3
2131C. HoHODAMS Lucas Oil,22,36:04.865,36.307,0.422,179.232,1:35.427,8,1061,2025,ROUND3Summary,,,2131,C  Ho,HOD,AMS Lucas Oil,2164.865,95.427,36.307,22.0,21.0,610.852,94.141,22.0,1.0,1554.013,1.2860000000000014,98.40295454545453,1,0,0,0,21.0,16.666666666666668,113.4836650925757,113.4836650925757,0.2,98.10303613275613,-15.080710547121171,0.29991841269840336,3
2230M. ZagazetaZAGDAMS Lucas Oil,22,36:05.937,37.379,1.072,179.144,1:35.344,9,1061,2025,ROUND3Summary,,,2230,M  Zagazeta,ZAG,DAMS Lucas Oil,2165.937,95.344,37.379,22.0,22.0,610.852,94.141,22.0,1.0,1555.085,1.2029999999999887,98.45168181818181,1,0,0,0,22.0,20.375,116.06061166942015,117.55205193090042,0.0,98.10303613275613,-17.608929851238344,0.3486456854256801,3
2326J. HedleyHEDAIX Racing,22,36:06.452,37.894,0.515,179.101,1:35.310,5,1061,2025,ROUND3Summary,,,2326,J  Hedley,HED,AIX Racing,2166.452,95.31,37.894,22.0,23.0,610.852,94.141,22.0,1.0,1555.6000000000004,1.168999999999997,98.47509090909092,1,0,0,0,23.0,21.045454545454547,118.09299083685926,118.28836162207358,0.0,98.10303613275613,-19.617899927768335,0.37205477633479234,3
2428B. BenavidesBENAIX Racing,22,36:09.770,41.212,3.318,178.827,1:35.200,7,1061,2025,ROUND3Summary,,,2428,B  Benavides,BEN,AIX Racing,2169.77,95.2,41.212,22.0,24.0,610.852,94.141,22.0,1.0,1558.9180000000001,1.0589999999999975,98.62590909090909,1,0,0,0,24.0,21.045454545454547,118.09299083685926,113.04098350447798,0.25,98.10303613275613,-19.467081745950168,0.5228729581529592,3
2529N. LacorteLACDAMS Lucas Oil,22,36:11.084,42.526,1.314,178.719,1:34.904,4,1061,2025,ROUND3Summary,,,2529,N  Lacorte,LAC,DAMS Lucas Oil,2171.084,94.904,42.526,22.0,25.0,610.852,94.141,22.0,1.0,1560.232,0.762999999999991,98.68563636363636,1,0,0,0,25.0,20.375,116.06061166942015,117.78952806010415,0.0,98.10303613275613,-17.374975305783792,0.5826002308802316,3
2620T. NaëlNAEVan Amersfoort Racing,22,36:37.888,69.330,26.804,176.54,1:34.740,5,1061,2025,ROUND3Summary,,,2620,T  Naël,NAE,Van Amersfoort Racing,2197.888,94.74,69.33,22.0,26.0,610.852,94.141,22.0,1.0,1587.036,0.5989999999999895,99.904,1,0,0,0,26.0,15.115384615384615,115.98854423929895,113.95035644101551,0.5,98.10303613275613,-16.08454423929895,1.8009638672438655,3
2718B. Del PinoDELMP Motorsport,22,36:42.488,73.930,4.600,176.171,1:34.883,7,1061,2025,ROUND3Summary,,,2718,B  Del Pino,DEL,MP Motorsport,2202.488,94.883,73.93,22.0,27.0,610.852,94.141,22.0,1.0,1591.636,0.7419999999999902,100.1130909090909,1,0,0,0,27.0,11.866666666666667,115.16305777365629,117.0259263088578,0.3,98.10303613275613,-15.049966864565391,2.010054776334769,3
DNF2N. LeónLEOPREMA Racing,21,34:30.293,DNF,-,178.884,1:35.037,4,1061,2025,ROUND3Summary,,DNF,2,N  León,LEO,PREMA Racing,2070.293,95.037,,21.0,,610.852,94.141,22.0,0.9545454545454546,1459.4410000000003,0.8960000000000008,98.58538095238096,0,1,0,0,,13.869565217391305,115.14302703325318,113.25019476859373,0.2,98.10303613275613,-16.557646080872217,0.4823448196248279,3
DNF22I. DominguesDOMVan Amersfoort Racing,10,16:09.484,DNF,-,181.484,1:35.304,7,1061,2025,ROUND3Summary,,DNF,22,I  Domingues,DOM,Van Amersfoort Racing,969.484,95.304,,10.0,,610.852,94.141,22.0,0.45454545454545453,358.63200000000006,1.1629999999999967,96.9484,0,1,0,0,,15.115384615384615,115.98854423929895,116.21091971805167,0.1,98.10303613275613,-19.04014423929894,-1.1546361327561243,3
DNF27N. MarinangeliMARAIX Racing,6,10:10.852,DNF,-,172.311,1:36.127,5,1061,2025,ROUND3Summary,,DNF,27,N  Marinangeli,MAR,AIX Racing,610.852,96.127,,6.0,,610.852,94.141,22.0,0.2727272727272727,0.0,1.98599999999999,101.80866666666667,0,1,0,0,,21.045454545454547,118.09299083685926,116.38362192279257,0.0,98.10303613275613,-16.28432417019259,3.7056305339105364,3
112N. TsolovTSOCampos Racing,27,42:16.874,-,-,127.856,1:24.886,26,1062,2025,ROUND4Summary,,,112,N  Tsolov,TSO,Campos Racing,2536.874,84.886,,27.0,1.0,1274.975,84.886,27.0,1.0,1261.899,0.0,93.95829629629628,1,0,0,0,1.0,8.785714285714286,114.356535095258,116.23808511839408,0.875,94.91687567806932,-20.398238798961714,-0.9585793817730348,4
225R. BilinskiBILRodin Motorsport,27,42:24.117,7.243,7.243,127.492,1:26.137,9,1062,2025,ROUND4Summary,,,225,R  Bilinski,BIL,Rodin Motorsport,2544.117,86.137,7.243,27.0,2.0,1274.975,84.886,27.0,1.0,1269.1420000000003,1.2510000000000048,94.22655555555556,1,0,0,0,2.0,12.307692307692308,113.9087699920339,113.16385705487146,0.5,94.91687567806932,-19.682214436478333,-0.6903201225137536,4
310M. BoyaBOYCampos Racing,27,42:24.611,7.737,0.494,127.467,1:25.800,13,1062,2025,ROUND4Summary,,,310,M  Boya,BOY,Campos Racing,2544.611,85.8,7.737,27.0,3.0,1274.975,84.886,27.0,1.0,1269.636,0.9140000000000015,94.24485185185185,1,0,0,0,3.0,8.785714285714286,114.356535095258,113.40925381339032,0.7,94.91687567806932,-20.111683243406148,-0.6720238262174689,4
423C. VoisinVOIRodin Motorsport,27,42:25.282,8.408,0.671,127.434,1:26.590,13,1062,2025,ROUND4Summary,,,423,C  Voisin,VOI,Rodin Motorsport,2545.282,86.59,8.408,27.0,4.0,1274.975,84.886,27.0,1.0,1270.3070000000002,1.7040000000000077,94.26970370370371,1,0,0,0,4.0,12.307692307692308,113.9087699920339,113.26252448953801,0.4444444444444444,94.91687567806932,-19.639066288330184,-0.6471719743656053,4
517T. TramnitzTRAMP Motorsport,27,42:25.602,8.728,0.320,127.418,1:25.964,14,1062,2025,ROUND4Summary,,,517,T  Tramnitz,TRA,MP Motorsport,2545.602,85.964,8.728,27.0,5.0,1274.975,84.886,27.0,1.0,1270.627,1.078000000000003,94.28155555555556,1,0,0,0,5.0,11.866666666666667,115.16305777365629,114.71827998628423,0.7,94.91687567806932,-20.881502218100735,-0.635320122513761,4
67L. Van HoepenVANART Grand Prix,27,42:26.290,9.416,0.688,127.383,1:26.844,26,1062,2025,ROUND4Summary,,,67,L  Van Hoepen,VAN,ART Grand Prix,2546.29,86.844,9.416,27.0,6.0,1274.975,84.886,27.0,1.0,1271.315,1.9579999999999984,94.30703703703703,1,0,0,0,6.0,13.214285714285714,114.38655093691507,114.40713790877399,0.5,94.91687567806932,-20.079513899878037,-0.6098386410322831,4
78T. TaponenTAPART Grand Prix,27,42:29.844,12.970,3.554,127.206,1:26.871,27,1062,2025,ROUND4Summary,,,78,T  Taponen,TAP,ART Grand Prix,2549.844,86.871,12.97,27.0,7.0,1274.975,84.886,27.0,1.0,1274.8690000000001,1.9849999999999994,94.43866666666666,1,0,0,0,7.0,13.214285714285714,114.38655093691507,113.78694050628357,0.5,94.91687567806932,-19.94788427024841,-0.4782090114026545,4
814M. StenshorneSTEHitech TGR,27,42:30.594,13.720,0.750,127.168,1:26.010,16,1062,2025,ROUND4Summary,,,814,M  Stenshorne,STE,Hitech TGR,2550.594,86.01,13.72,27.0,8.0,1274.975,84.886,27.0,1.0,1275.6190000000001,1.1240000000000094,94.46644444444445,1,0,0,0,8.0,16.678571428571427,116.87923325415902,115.8428010371018,0.5,94.91687567806932,-22.41278880971457,-0.4504312336248688,4
924L. SharpSHARodin Motorsport,27,42:31.186,14.312,0.592,127.139,1:26.887,27,1062,2025,ROUND4Summary,,,924,L  Sharp,SHA,Rodin Motorsport,2551.186,86.887,14.312,27.0,9.0,1274.975,84.886,27.0,1.0,1276.2110000000002,2.0010000000000048,94.48837037037038,1,0,0,0,9.0,12.307692307692308,113.9087699920339,115.23530388144263,0.1,94.91687567806932,-19.42039962166352,-0.42850530769894135,4
1019A. GiustiGIUMP Motorsport,27,42:31.728,14.854,0.542,127.112,1:26.423,6,1062,2025,ROUND4Summary,,,1019,A  Giusti,GIU,MP Motorsport,2551.728,86.423,14.854,27.0,10.0,1274.975,84.886,27.0,1.0,1276.7530000000002,1.5370000000000061,94.50844444444445,1,0,0,0,10.0,11.866666666666667,115.16305777365629,113.74496702582682,0.7,94.91687567806932,-20.65461332921184,-0.4084312336248672,4
119J. WhartonWHAART Grand Prix,27,42:32.256,15.382,0.528,127.086,1:25.922,12,1062,2025,ROUND4Summary,,,119,J  Wharton,WHA,ART Grand Prix,2552.256,85.922,15.382,27.0,11.0,1274.975,84.886,27.0,1.0,1277.281,1.0360000000000014,94.52799999999999,1,0,0,0,11.0,13.214285714285714,114.38655093691507,114.96557439568764,0.1,94.91687567806932,-19.85855093691508,-0.38887567806932566,4
1715J. DufekDUFHitech TGR,27,42:43.079,36.205,0.955,126.549,1:27.233,9,1062,2025,ROUND4Summary,,,1715,J  Dufek,DUF,Hitech TGR,2563.079,87.233,36.205,27.0,12.0,1274.975,84.886,27.0,1.0,1288.1040000000003,2.3470000000000084,94.92885185185186,1,0,0,0,12.0,16.678571428571427,116.87923325415902,110.14441040614479,0.0,94.91687567806932,-21.95038140230716,0.011976173782542787,4
1211T. InthraphuvasakINTCampos Racing,27,42:43.979,27.105,11.723,126.505,1:26.909,12,1062,2025,ROUND4Summary,,,1211,T  Inthraphuvasak,INT,Campos Racing,2563.979,86.90899999999999,27.105,27.0,13.0,1274.975,84.886,27.0,1.0,1289.004,2.022999999999996,94.96218518518518,1,0,0,0,13.0,8.785714285714286,114.356535095258,113.79857635861683,0.4,94.91687567806932,-19.39434991007282,0.045309507115860015,4
184N. StrømstedSTRTRIDENT,27,42:44.173,37.299,1.094,126.495,1:26.230,11,1062,2025,ROUND4Summary,,,184,N  Strømsted,STR,TRIDENT,2564.173,86.23,37.299,27.0,14.0,1274.975,84.886,27.0,1.0,1289.1979999999999,1.3440000000000083,94.96937037037036,1,0,0,0,14.0,7.592592592592593,114.31535681538406,114.80392139826638,0.7,94.91687567806932,-19.345986445013708,0.05249469230103898,4
1331C. HoHODAMS Lucas Oil,27,42:44.587,27.713,0.608,126.475,1:25.987,12,1062,2025,ROUND4Summary,,,1331,C  Ho,HOD,AMS Lucas Oil,2564.587,85.987,27.713,27.0,15.0,1274.975,84.886,27.0,1.0,1289.612,1.100999999999999,94.9847037037037,1,0,0,0,15.0,16.666666666666668,113.4836650925757,113.4836650925757,0.2,94.91687567806932,-18.498961388872004,0.06782802563438395,4
143U. UgochukwuUGOPREMA Racing,27,42:45.534,28.660,0.947,126.428,1:26.997,8,1062,2025,ROUND4Summary,,,143,U  Ugochukwu,UGO,PREMA Racing,2565.534,86.997,28.66,27.0,16.0,1274.975,84.886,27.0,1.0,1290.5590000000002,2.111000000000004,95.01977777777778,1,0,0,0,16.0,13.869565217391305,115.14302703325318,118.16514654642579,0.3,94.91687567806932,-20.1232492554754,0.10290209970845865,4
1530M. ZagazetaZAGDAMS Lucas Oil,27,42:46.387,29.513,0.853,126.386,1:26.743,13,1062,2025,ROUND4Summary,,,1530,M  Zagazeta,ZAG,DAMS Lucas Oil,2566.387,86.743,29.513,27.0,17.0,1274.975,84.886,27.0,1.0,1291.4120000000003,1.8569999999999993,95.05137037037038,1,0,0,0,17.0,20.375,116.06061166942015,117.55205193090042,0.0,94.91687567806932,-21.009241299049776,0.13449469230106104,4
1621S. RamosRAMVan Amersfoort Racing,27,42:52.124,35.250,5.737,126.104,1:26.214,11,1062,2025,ROUND4Summary,,,1621,S  Ramos,RAM,Van Amersfoort Racing,2572.124,86.214,35.25,27.0,18.0,1274.975,84.886,27.0,1.0,1297.149,1.328000000000003,95.26385185185184,1,0,0,0,18.0,15.115384615384615,115.98854423929895,117.42216890375013,0.2222222222222222,94.91687567806932,-20.724692387447107,0.3469761737825223,4
1916G. XieXIEHitech TGR,27,42:54.845,37.971,2.721,125.971,1:26.387,16,1062,2025,ROUND4Summary,,,1916,G  Xie,XIE,Hitech TGR,2574.845,86.387,37.971,27.0,19.0,1274.975,84.886,27.0,1.0,1299.87,1.5010000000000048,95.36462962962962,1,0,0,0,19.0,16.678571428571427,116.87923325415902,119.21496472578346,0.0,94.91687567806932,-21.5146036245294,0.4477539515603013,4
